Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating,Critica_Profesional,Critica_Usuario,Tiene_Rating,Global_Sales_norm
Madden NFL 08,PS3,2007.0,Sports,Electronic Arts,0.89,0.01,0.0,0.08,0.97,81.0,31.0,5.3,33.0,E,Sí,Sí,Sí,0.923076923076923
Fire Emblem,GBA,2003.0,Strategy,Nintendo,0.49,0.18,0.29,0.01,0.97,88.0,31.0,9.2,144.0,E,Sí,Sí,Sí,0.923076923076923
Tamagotchi Connection: Corner Shop 2,DS,2006.0,Simulation,Namco Bandai Games,0.09,0.01,0.86,0.01,0.97,66.0,9.0,,,E,Sí,No,Sí,0.923076923076923
Brutal Legend,X360,2009.0,Action,Electronic Arts,0.62,0.26,0.0,0.09,0.97,82.0,88.0,8.0,269.0,M,Sí,Sí,Sí,0.923076923076923
NHL 2004,PS2,2003.0,Sports,Electronic Arts,0.47,0.37,0.0,0.12,0.97,85.0,19.0,7.6,53.0,E,Sí,Sí,Sí,0.923076923076923
Grand Theft Auto: Vice City Stories,PS2,2007.0,Action,Take-Two Interactive,0.78,0.03,0.03,0.13,0.97,75.0,37.0,7.8,69.0,M,Sí,Sí,Sí,0.923076923076923
Mario Tennis Open,3DS,2012.0,Sports,Nintendo,0.26,0.3,0.35,0.05,0.97,69.0,58.0,6.9,111.0,E,Sí,Sí,Sí,0.923076923076923
Disney Tangled,DS,2010.0,Action,Disney Interactive Studios,0.53,0.35,0.0,0.09,0.97,,,,,,No,No,No,0.923076923076923
Wheel of Fortune,Wii,2010.0,Misc,THQ,0.86,0.04,0.0,0.06,0.97,,,7.6,5.0,E,No,Sí,Sí,0.923076923076923
Dead Space 3,PS3,2013.0,Action,Electronic Arts,0.45,0.36,0.0,0.16,0.97,76.0,37.0,6.4,525.0,M,Sí,Sí,Sí,0.923076923076923
FIFA Soccer 2005,X,2004.0,Sports,Electronic Arts,0.33,0.6,0.0,0.04,0.97,81.0,34.0,8.7,23.0,E,Sí,Sí,Sí,0.923076923076923
Mass Effect 3,PC,2012.0,Role-Playing,Electronic Arts,0.4,0.44,0.0,0.12,0.97,89.0,23.0,5.5,5946.0,M,Sí,Sí,Sí,0.923076923076923
Cars,DS,2006.0,Racing,THQ,0.85,0.04,0.0,0.07,0.97,54.0,17.0,2.1,11.0,E,Sí,Sí,Sí,0.923076923076923
Band Hero,Wii,2009.0,Misc,Activision,0.59,0.29,0.0,0.09,0.97,79.0,20.0,6.6,15.0,E10+,Sí,Sí,Sí,0.923076923076923
Dragon Quest X,Wii,2012.0,Role-Playing,Square Enix,0.0,0.0,0.97,0.0,0.97,,,,,,No,No,No,0.923076923076923
Romancing SaGa,SNES,1992.0,Role-Playing,SquareSoft,0.0,0.0,0.97,0.0,0.97,,,,,,No,No,No,0.923076923076923
Skylanders: Spyros Adventure,X360,2011.0,Action,Activision,0.53,0.34,0.0,0.1,0.97,78.0,35.0,5.2,54.0,E10+,Sí,Sí,Sí,0.923076923076923
Donkey Kong Junior,2600,1981.0,Platform,Atari,0.9,0.05,0.0,0.01,0.97,,,,,,No,No,No,0.923076923076923
LEGO Star Wars II: The Original Trilogy,GC,2006.0,Action,LucasArts,0.75,0.19,0.0,0.03,0.97,84.0,25.0,9.1,16.0,E10+,Sí,Sí,Sí,0.923076923076923
Medal of Honor: Underground,PS,2000.0,Shooter,Electronic Arts,0.54,0.37,0.0,0.06,0.97,86.0,16.0,9.0,45.0,T,Sí,Sí,Sí,0.923076923076923
Far Cry 3,PC,2012.0,Shooter,Ubisoft,0.22,0.63,0.0,0.12,0.96,88.0,43.0,8.2,3212.0,M,Sí,Sí,Sí,0.9134615384615384
Dark Cloud 2,PS2,2002.0,Role-Playing,Sony Computer Entertainment,0.38,0.25,0.26,0.07,0.96,87.0,41.0,9.1,174.0,T,Sí,Sí,Sí,0.9134615384615384
Jampack Summer 99,PS,1999.0,Misc,Sony Computer Entertainment,0.54,0.36,0.0,0.06,0.96,,,,,,No,No,No,0.9134615384615384
The Witcher 2: Assassins of Kings,PC,2011.0,Action,Namco Bandai Games,0.25,0.56,0.0,0.15,0.96,88.0,76.0,8.5,4408.0,M,Sí,Sí,Sí,0.9134615384615384
Dance Dance Revolution 2nd ReMIX,PS,1999.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.9,0.06,0.96,,,,,,No,No,No,0.9134615384615384
Star Soldier,NES,1986.0,Shooter,Hudson Soft,0.32,0.06,0.57,0.01,0.96,,,,,,No,No,No,0.9134615384615384
Mortal Kombat Trilogy,N64,1996.0,Fighting,GT Interactive,0.72,0.22,0.0,0.02,0.96,,,,,,No,No,No,0.9134615384615384
Guitar Hero: Warriors of Rock,Wii,2010.0,Misc,Activision,0.47,0.41,0.0,0.09,0.96,77.0,26.0,7.6,18.0,T,Sí,Sí,Sí,0.9134615384615384
NHL 2001,PS2,2000.0,Sports,Electronic Arts,0.47,0.37,0.0,0.12,0.96,85.0,22.0,8.1,9.0,E,Sí,Sí,Sí,0.9134615384615384
Farming Simulator 2013,PC,2012.0,Simulation,Focus Home Interactive,0.0,0.81,0.0,0.15,0.96,65.0,12.0,7.5,111.0,E,Sí,Sí,Sí,0.9134615384615384
de Blo,Wii,2008.0,Platform,THQ,0.49,0.37,0.0,0.1,0.96,82.0,48.0,8.6,73.0,E,Sí,Sí,Sí,0.9134615384615384
Dragon Quest Monsters: Terrys Wonderland 3D,3DS,2012.0,Role-Playing,Square Enix,0.0,0.0,0.96,0.0,0.96,,,,,,No,No,No,0.9134615384615384
MLB 16: The Show,PS4,2016.0,Action,Sony Computer Entertainment,0.78,0.0,0.0,0.18,0.96,,,,,,No,No,No,0.9134615384615384
Shinobi,PS2,2002.0,Platform,Sony Computer Entertainment,0.36,0.28,0.22,0.09,0.96,71.0,33.0,7.9,43.0,M,Sí,Sí,Sí,0.9134615384615384
Mortal Kombat: Deadly Alliance,X,2002.0,Fighting,Midway Games,0.77,0.15,0.0,0.04,0.96,81.0,27.0,8.4,24.0,M,Sí,Sí,Sí,0.9134615384615384
Sniper Elite V2,PS3,2012.0,Shooter,505 Games,0.38,0.38,0.06,0.14,0.96,70.0,21.0,6.9,92.0,M,Sí,Sí,Sí,0.9134615384615384
ESPN NBA 2K5,X,2004.0,Sports,Global Star,0.88,0.04,0.0,0.04,0.95,85.0,28.0,8.7,22.0,E,Sí,Sí,Sí,0.9038461538461537
Gangs of London,PSP,2006.0,Adventure,Sony Computer Entertainment,0.3,0.43,0.0,0.22,0.95,52.0,47.0,6.7,18.0,M,Sí,Sí,Sí,0.9038461538461537
PilotWings Resort,3DS,2011.0,Simulation,Nintendo,0.4,0.36,0.13,0.07,0.95,71.0,64.0,7.3,89.0,E,Sí,Sí,Sí,0.9038461538461537
My Weight Loss Coach,DS,2008.0,Sports,Ubisoft,0.3,0.54,0.0,0.11,0.95,63.0,4.0,7.6,7.0,E,Sí,Sí,Sí,0.9038461538461537
Wheel of Fortune,PS2,2010.0,Misc,THQ,0.47,0.36,0.0,0.12,0.95,,,,,E,No,No,Sí,0.9038461538461537
Army of Two: The 40th Day,X360,2010.0,Shooter,Electronic Arts,0.62,0.24,0.0,0.09,0.95,73.0,79.0,7.3,126.0,M,Sí,Sí,Sí,0.9038461538461537
World Championship Poker,PS2,2004.0,Misc,Play It,0.8,0.03,0.0,0.13,0.95,60.0,8.0,7.7,11.0,E,Sí,Sí,Sí,0.9038461538461537
Sonic Unleashed,X360,2008.0,Platform,Sega,0.54,0.32,0.0,0.09,0.95,60.0,50.0,7.7,240.0,E10+,Sí,Sí,Sí,0.9038461538461537
Tom Clancys Splinter Cell: Chaos Theory,PS2,2005.0,Action,Ubisoft,0.36,0.45,0.0,0.14,0.95,87.0,29.0,8.6,53.0,M,Sí,Sí,Sí,0.9038461538461537
SpongeBob SquarePants: Battle for Bikini Bottom,GC,2003.0,Platform,THQ,0.74,0.19,0.0,0.03,0.95,71.0,10.0,8.6,34.0,E,Sí,Sí,Sí,0.9038461538461537
Epic Mickey 2: The Power of Two,Wii,2012.0,Action,Disney Interactive Studios,0.67,0.21,0.0,0.07,0.95,,,,,,No,No,No,0.9038461538461537
PlayStation All-Stars Battle Royale,PS3,2012.0,Action,Sony Computer Entertainment,0.5,0.27,0.04,0.15,0.95,74.0,69.0,7.3,542.0,T,Sí,Sí,Sí,0.9038461538461537
Scooby-Doo! First Frights,Wii,2009.0,Action,Warner Bros. Interactive Entertainment,0.84,0.04,0.0,0.07,0.95,,,,,,No,No,No,0.9038461538461537
Skylanders: Trap Team,Wii,2014.0,Action,Activision,0.41,0.46,0.0,0.08,0.95,,,,,E10+,No,No,Sí,0.9038461538461537
Pro Evolution Soccer 2014,PS3,2013.0,Action,Konami Digital Entertainment,0.03,0.41,0.51,0.0,0.95,78.0,39.0,4.1,304.0,E,Sí,Sí,Sí,0.9038461538461537
Mega Man Star Force Dragon / Leo / Pegasus,DS,2006.0,Action,Capcom,0.39,0.0,0.53,0.03,0.95,,,,,,No,No,No,0.9038461538461537
Yakuza 4,PS3,2010.0,Action,Sega,0.15,0.13,0.63,0.05,0.95,78.0,59.0,8.0,179.0,M,Sí,Sí,Sí,0.9038461538461537
Club Penguin: Game Day!,Wii,2010.0,Sports,Disney Interactive Studios,0.55,0.32,0.0,0.08,0.95,,,,,,No,No,No,0.9038461538461537
Wild ARMs,PS,1996.0,Role-Playing,Sony Computer Entertainment,0.26,0.17,0.46,0.06,0.95,,,,,,No,No,No,0.9038461538461537
Tom Clancys Ghost Recon: Future Soldier,PS3,2012.0,Shooter,Ubisoft,0.41,0.32,0.09,0.12,0.95,79.0,18.0,6.9,157.0,M,Sí,Sí,Sí,0.9038461538461537
Kessen,PS2,2000.0,Strategy,Electronic Arts,0.27,0.21,0.41,0.07,0.95,75.0,20.0,8.4,12.0,T,Sí,Sí,Sí,0.9038461538461537
Driver: San Francisco,PS3,2011.0,Racing,Ubisoft,0.24,0.52,0.01,0.18,0.95,79.0,53.0,7.7,114.0,T,Sí,Sí,Sí,0.9038461538461537
Dragon Age: Inquisition,XOne,2014.0,Role-Playing,Electronic Arts,0.58,0.28,0.0,0.09,0.95,85.0,28.0,6.9,708.0,M,Sí,Sí,Sí,0.9038461538461537
Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,GBA,2003.0,Misc,Konami Digital Entertainment,0.68,0.25,0.0,0.02,0.95,,,,,,No,No,No,0.9038461538461537
NCAA Football 2000,PS,1999.0,Sports,Electronic Arts,0.53,0.36,0.0,0.06,0.95,,,,,,No,No,No,0.9038461538461537
Ben 10: Alien Force,DS,2008.0,Action,Koch Media,0.65,0.22,0.0,0.09,0.95,,,2.8,4.0,E,No,Sí,Sí,0.9038461538461537
LEGO Jurassic World,PS4,2015.0,Action,Warner Bros. Interactive Entertainment,0.36,0.42,0.02,0.15,0.95,70.0,46.0,7.0,80.0,E10+,Sí,Sí,Sí,0.9038461538461537
The LEGO Movie Videogame,PS3,2014.0,Action,Warner Bros. Interactive Entertainment,0.33,0.45,0.02,0.15,0.95,80.0,5.0,6.8,12.0,E10+,Sí,Sí,Sí,0.9038461538461537
Sonic & Sega All-Stars Racing,PS3,2010.0,Racing,Sega,0.36,0.43,0.0,0.16,0.95,,,,,,No,No,No,0.9038461538461537
Star Fox 64 3D,3DS,2011.0,Shooter,Nintendo,0.48,0.27,0.13,0.06,0.95,81.0,65.0,8.2,232.0,E10+,Sí,Sí,Sí,0.9038461538461537
Lost Planet 2,PS3,2010.0,Shooter,Capcom,0.29,0.33,0.2,0.13,0.95,68.0,56.0,6.9,62.0,T,Sí,Sí,Sí,0.9038461538461537
LEGO Pirates of the Caribbean: The Video Game,PS3,2011.0,Action,Disney Interactive Studios,0.36,0.43,0.0,0.16,0.95,73.0,42.0,7.1,34.0,E10+,Sí,Sí,Sí,0.9038461538461537
Minecraft,WiiU,2016.0,Misc,Microsoft Game Studios,0.39,0.27,0.22,0.06,0.95,,,,,,No,No,No,0.9038461538461537
Rocksmith 2014,X360,2013.0,Misc,Ubisoft,0.7,0.16,0.0,0.09,0.94,,,,,,No,No,No,0.8942307692307692
Killzone,PS2,2004.0,Shooter,Sony Computer Entertainment,0.79,0.03,0.0,0.13,0.94,70.0,67.0,7.3,257.0,M,Sí,Sí,Sí,0.8942307692307692
Colin McRae Rally 04,PS2,2003.0,Racing,Codemasters,0.01,0.71,0.01,0.21,0.94,,,,,,No,No,No,0.8942307692307692
Tom Clancys Splinter Cell: Blacklist,PS3,2013.0,Action,Ubisoft,0.34,0.4,0.06,0.16,0.94,84.0,27.0,7.7,314.0,M,Sí,Sí,Sí,0.8942307692307692
Phantasy Star Portable,PSP,2008.0,Role-Playing,Sega,0.2,0.06,0.63,0.05,0.94,64.0,38.0,7.8,19.0,T,Sí,Sí,Sí,0.8942307692307692
The SpongeBob SquarePants Movie,GC,2004.0,Platform,THQ,0.73,0.19,0.0,0.03,0.94,73.0,9.0,7.8,13.0,E,Sí,Sí,Sí,0.8942307692307692
Midway Presents Arcades Greatest Hits: The Atari Collection 1,PS,1996.0,Misc,GT Interactive,0.52,0.36,0.0,0.06,0.94,,,,,,No,No,No,0.8942307692307692
Skylanders: Spyros Adventure,PS3,2011.0,Action,Activision,0.39,0.39,0.0,0.16,0.94,77.0,18.0,4.8,42.0,E10+,Sí,Sí,Sí,0.8942307692307692
Castlevania: Lament of Innocence,PS2,2003.0,Action,Konami Digital Entertainment,0.46,0.36,0.0,0.12,0.94,79.0,45.0,8.4,74.0,M,Sí,Sí,Sí,0.8942307692307692
Just Cause 3,XOne,2015.0,Action,Square Enix,0.47,0.39,0.0,0.08,0.94,71.0,24.0,6.9,188.0,M,Sí,Sí,Sí,0.8942307692307692
Destroy All Humans!,PS2,2005.0,Shooter,THQ,0.78,0.03,0.0,0.13,0.94,,,,,,No,No,No,0.8942307692307692
The Elder Scrolls Online,PC,2014.0,Role-Playing,Bethesda Softworks,0.33,0.54,0.0,0.07,0.94,71.0,64.0,5.7,2429.0,M,Sí,Sí,Sí,0.8942307692307692
MVP Baseball 2005,X,2005.0,Sports,Electronic Arts,0.7,0.2,0.0,0.03,0.94,86.0,35.0,,,,Sí,No,No,0.8942307692307692
SaGa Frontier 2,PS,1999.0,Role-Playing,SquareSoft,0.1,0.07,0.71,0.06,0.94,,,,,,No,No,No,0.8942307692307692
Street Fighter V,PS4,2016.0,Fighting,Capcom,0.42,0.28,0.09,0.15,0.94,77.0,80.0,3.4,1233.0,T,Sí,Sí,Sí,0.8942307692307692
WWE SmackDown vs. Raw 2009,PS3,2008.0,Fighting,THQ,0.51,0.3,0.01,0.12,0.94,78.0,37.0,7.0,49.0,T,Sí,Sí,Sí,0.8942307692307692
NCAA Football 10,X360,2009.0,Sports,Electronic Arts,0.87,0.0,0.0,0.07,0.94,83.0,26.0,6.7,37.0,E,Sí,Sí,Sí,0.8942307692307692
Brutal Legend,PS3,2009.0,Action,Electronic Arts,0.54,0.27,0.0,0.13,0.94,83.0,61.0,7.6,163.0,M,Sí,Sí,Sí,0.8942307692307692
Tony Hawk: RIDE,Wii,2009.0,Sports,Activision,0.69,0.17,0.0,0.08,0.94,47.0,15.0,4.5,21.0,E10+,Sí,Sí,Sí,0.8942307692307692
White Knight Chronicles: International Edition,PS3,2008.0,Role-Playing,Sony Computer Entertainment,0.33,0.16,0.36,0.08,0.94,64.0,77.0,7.5,213.0,T,Sí,Sí,Sí,0.8942307692307692
Far Cry: Primal,XOne,2016.0,Action,Ubisoft,0.5,0.35,0.0,0.08,0.94,77.0,27.0,6.4,199.0,M,Sí,Sí,Sí,0.8942307692307692
MLB 2000,PS,1999.0,Sports,Sony Computer Entertainment,0.52,0.35,0.0,0.06,0.94,,,,,,No,No,No,0.8942307692307692
Bully,PS2,2006.0,Action,Take-Two Interactive,0.75,0.03,0.04,0.12,0.94,87.0,69.0,9.1,300.0,T,Sí,Sí,Sí,0.8942307692307692
Prince of Persia: The Sands of Time,X,2003.0,Action,Ubisoft,0.57,0.33,0.0,0.04,0.94,92.0,41.0,7.8,72.0,T,Sí,Sí,Sí,0.8942307692307692
Hot Shots Golf Fore!,PS2,2003.0,Sports,Sony Computer Entertainment,0.46,0.36,0.0,0.12,0.94,,,,,,No,No,No,0.8942307692307692
MLB 06: The Show,PS2,2006.0,Sports,Sony Computer Entertainment,0.78,0.03,0.0,0.13,0.94,83.0,30.0,8.9,31.0,E,Sí,Sí,Sí,0.8942307692307692
NHL 2003,PS2,2002.0,Sports,Electronic Arts,0.46,0.36,0.0,0.12,0.93,79.0,20.0,6.8,18.0,E,Sí,Sí,Sí,0.8846153846153846
Naruto Shippuden: Ultimate Ninja Storm 3,PS3,2013.0,Fighting,Namco Bandai Games,0.32,0.32,0.15,0.15,0.93,77.0,32.0,7.9,189.0,T,Sí,Sí,Sí,0.8846153846153846
The Sims 2,DS,2005.0,Simulation,Electronic Arts,0.81,0.05,0.0,0.07,0.93,70.0,13.0,6.1,24.0,E10+,Sí,Sí,Sí,0.8846153846153846
Bentleys Hackpack,GBA,2005.0,Misc,Unknown,0.67,0.25,0.0,0.02,0.93,,,,,,No,No,No,0.8846153846153846
Tony Hawks Pro Skater 4,X,2002.0,Sports,Activision,0.59,0.3,0.0,0.04,0.93,90.0,25.0,8.5,21.0,T,Sí,Sí,Sí,0.8846153846153846
Brothers in Arms: Hells Highway,PS3,2008.0,Shooter,Ubisoft,0.44,0.34,0.0,0.15,0.93,76.0,48.0,8.0,70.0,M,Sí,Sí,Sí,0.8846153846153846
SingStar Abba,PS3,2008.0,Misc,Sony Computer Entertainment,0.27,0.5,0.0,0.16,0.93,70.0,26.0,5.5,4.0,T,Sí,Sí,Sí,0.8846153846153846
Crash City Mayhem,GBA,2004.0,Racing,THQ,0.67,0.25,0.0,0.02,0.93,,,,,,No,No,No,0.8846153846153846
Disney Magical World,3DS,2013.0,Adventure,Nintendo,0.17,0.2,0.53,0.03,0.93,71.0,27.0,7.3,22.0,E,Sí,Sí,Sí,0.8846153846153846
Spider-Man,2600,1981.0,Action,Parker Bros.,0.87,0.05,0.0,0.01,0.93,,,,,,No,No,No,0.8846153846153846
Castlevania II: Simons Quest,NES,1987.0,Platform,Konami Digital Entertainment,0.45,0.06,0.42,0.0,0.93,,,,,,No,No,No,0.8846153846153846
Toy Story 2: Buzz Lightyear to the Rescue!,N64,1999.0,Platform,Activision,0.71,0.2,0.0,0.01,0.93,,,,,,No,No,No,0.8846153846153846
Mega Man 4,NES,1991.0,Platform,Capcom,0.51,0.09,0.32,0.01,0.93,,,,,,No,No,No,0.8846153846153846
Guitar Hero: Metallica,Wii,2009.0,Misc,Activision,0.4,0.43,0.0,0.1,0.93,85.0,20.0,8.6,17.0,T,Sí,Sí,Sí,0.8846153846153846
Guitar Hero Live,PS4,2015.0,Misc,Activision,0.37,0.41,0.0,0.15,0.93,80.0,69.0,6.2,161.0,T,Sí,Sí,Sí,0.8846153846153846
Bayonetta,X360,2009.0,Action,Sega,0.51,0.25,0.09,0.08,0.93,90.0,86.0,8.0,598.0,M,Sí,Sí,Sí,0.8846153846153846
Teenage Mutant Ninja Turtles,GBA,2003.0,Action,Konami Digital Entertainment,0.67,0.25,0.0,0.02,0.93,71.0,16.0,8.9,9.0,E,Sí,Sí,Sí,0.8846153846153846
MLB 07: The Show,PS2,2007.0,Sports,Sony Computer Entertainment,0.77,0.03,0.0,0.13,0.93,83.0,25.0,8.6,19.0,E,Sí,Sí,Sí,0.8846153846153846
Build-A-Bear Workshop,DS,2007.0,Simulation,Game Factory,0.85,0.01,0.0,0.07,0.93,61.0,11.0,4.8,5.0,E,Sí,Sí,Sí,0.8846153846153846
Borderlands 2,PC,2012.0,Shooter,Take-Two Interactive,0.42,0.41,0.0,0.1,0.93,89.0,38.0,8.2,2496.0,M,Sí,Sí,Sí,0.8846153846153846
Cars,GC,2006.0,Racing,THQ,0.72,0.19,0.0,0.03,0.93,71.0,21.0,7.0,5.0,E,Sí,Sí,Sí,0.8846153846153846
South Park: The Stick of Truth,PS3,2014.0,Role-Playing,Ubisoft,0.44,0.34,0.0,0.16,0.93,85.0,31.0,8.5,575.0,M,Sí,Sí,Sí,0.8846153846153846
Kingdom Hearts Re:coded,DS,2010.0,Role-Playing,Square Enix,0.53,0.09,0.27,0.05,0.93,66.0,58.0,6.9,77.0,E10+,Sí,Sí,Sí,0.8846153846153846
MLB 15: The Show,PS4,2015.0,Sports,Sony Computer Entertainment,0.68,0.08,0.0,0.17,0.93,80.0,44.0,7.8,190.0,E,Sí,Sí,Sí,0.8846153846153846
Operation Flashpoint: Dragon Rising,X360,2009.0,Shooter,Codemasters,0.36,0.45,0.02,0.1,0.93,77.0,47.0,7.8,112.0,M,Sí,Sí,Sí,0.8846153846153846
Inazuma Eleven 3,DS,2010.0,Role-Playing,Level 5,0.0,0.0,0.93,0.0,0.93,,,,,,No,No,No,0.8846153846153846
Lego Batman 3: Beyond Gotham,PS4,2014.0,Action,Warner Bros. Interactive Entertainment,0.37,0.4,0.0,0.15,0.93,73.0,43.0,7.1,75.0,E10+,Sí,Sí,Sí,0.8846153846153846
South Park: The Stick of Truth,X360,2014.0,Role-Playing,Ubisoft,0.58,0.26,0.0,0.09,0.93,82.0,33.0,8.4,367.0,M,Sí,Sí,Sí,0.8846153846153846
Wipeout: In The Zone,X360,2011.0,Misc,Activision,0.87,0.0,0.0,0.06,0.93,39.0,5.0,5.6,8.0,E10+,Sí,Sí,Sí,0.8846153846153846
SnoCross Championship Racing,PS,1999.0,Racing,Ubisoft,0.52,0.35,0.0,0.06,0.93,66.0,8.0,,,E,Sí,No,Sí,0.8846153846153846
Assassins Creed III,PC,2012.0,Action,Ubisoft,0.28,0.53,0.0,0.12,0.93,80.0,21.0,6.2,1502.0,M,Sí,Sí,Sí,0.8846153846153846
Teenage Mutant Ninja Turtles,PS2,2003.0,Action,Konami Digital Entertainment,0.45,0.35,0.0,0.12,0.92,59.0,29.0,8.7,31.0,E,Sí,Sí,Sí,0.875
Top Gun: Combat Zones,PS2,2001.0,Simulation,Titus,0.45,0.35,0.0,0.12,0.92,63.0,17.0,3.3,9.0,E,Sí,Sí,Sí,0.875
NCAA Football 11,X360,2010.0,Sports,Electronic Arts,0.86,0.0,0.0,0.06,0.92,86.0,29.0,7.1,70.0,E,Sí,Sí,Sí,0.875
007: The World is not Enough,PS,2000.0,Action,Electronic Arts,0.51,0.35,0.0,0.06,0.92,61.0,11.0,6.7,44.0,T,Sí,Sí,Sí,0.875
Cars,Wii,2006.0,Racing,THQ,0.83,0.03,0.0,0.07,0.92,65.0,13.0,,,E,Sí,No,Sí,0.875
Monster High: Ghoul Spirit,DS,2011.0,Misc,THQ,0.69,0.16,0.0,0.07,0.92,,,,,E,No,No,Sí,0.875
Phoenix Wright: Ace Attorney,DS,2005.0,Adventure,Capcom,0.44,0.05,0.39,0.05,0.92,81.0,53.0,9.2,203.0,T,Sí,Sí,Sí,0.875
Borderlands: The Handsome Collection,PS4,2015.0,Shooter,Take-Two Interactive,0.42,0.33,0.03,0.15,0.92,82.0,49.0,7.8,347.0,M,Sí,Sí,Sí,0.875
Harvest Moon 3D: A New Beginning,3DS,2012.0,Action,Marvelous Entertainment,0.41,0.17,0.3,0.05,0.92,74.0,21.0,8.2,62.0,E,Sí,Sí,Sí,0.875
NHL 98,PS,1997.0,Sports,Electronic Arts,0.51,0.35,0.0,0.06,0.92,,,,,,No,No,No,0.875
LEGO Harry Potter: Years 5-7,PS3,2011.0,Action,Warner Bros. Interactive Entertainment,0.36,0.41,0.0,0.15,0.92,76.0,27.0,8.3,48.0,E10+,Sí,Sí,Sí,0.875
Space Jam,PS,1996.0,Sports,Acclaim Entertainment,0.51,0.35,0.0,0.06,0.92,,,,,,No,No,No,0.875
Balloon Fight,NES,1985.0,Platform,Nintendo,0.39,0.09,0.43,0.01,0.92,,,,,,No,No,No,0.875
Knockout Kings 2000,N64,1999.0,Fighting,Electronic Arts,0.63,0.27,0.0,0.02,0.92,,,,,,No,No,No,0.875
MLB 12: The Show,PS3,2012.0,Sports,Sony Computer Entertainment,0.86,0.0,0.0,0.06,0.92,87.0,23.0,7.5,75.0,E,Sí,Sí,Sí,0.875
Wii Play: Motion,Wii,2011.0,Misc,Nintendo,0.23,0.42,0.18,0.09,0.92,60.0,34.0,6.1,16.0,E10+,Sí,Sí,Sí,0.875
SpongeBob SquarePants: The Yellow Avenger,PSP,2006.0,Action,THQ,0.55,0.21,0.0,0.16,0.92,48.0,9.0,6.4,13.0,E,Sí,Sí,Sí,0.875
Dantes Inferno,X360,2010.0,Action,Electronic Arts,0.63,0.2,0.02,0.07,0.92,73.0,71.0,7.7,225.0,M,Sí,Sí,Sí,0.875
EA Sports Active 2,PS3,2010.0,Sports,Electronic Arts,0.53,0.27,0.0,0.12,0.92,78.0,20.0,5.4,14.0,E,Sí,Sí,Sí,0.875
WWE SmackDown vs. Raw 2009,X360,2008.0,Fighting,THQ,0.58,0.26,0.0,0.08,0.92,79.0,47.0,7.1,34.0,T,Sí,Sí,Sí,0.875
Sonic Riders,GC,2006.0,Racing,Sega,0.71,0.18,0.0,0.03,0.92,59.0,32.0,8.0,46.0,E,Sí,Sí,Sí,0.875
Starsky & Hutch,PS2,2003.0,Racing,Empire Interactive,0.45,0.35,0.0,0.12,0.92,,,,,,No,No,No,0.875
Tobal No.1,PS,1996.0,Fighting,Sony Computer Entertainment,0.12,0.08,0.66,0.06,0.92,,,,,,No,No,No,0.875
Blue Dragon,X360,2006.0,Role-Playing,Microsoft Game Studios,0.3,0.32,0.21,0.08,0.92,79.0,56.0,7.8,161.0,T,Sí,Sí,Sí,0.875
LEGO Marvel Super Heroes,3DS,2013.0,Action,Warner Bros. Interactive Entertainment,0.42,0.38,0.04,0.07,0.92,61.0,4.0,5.2,11.0,E10+,Sí,Sí,Sí,0.875
Buzz! Quiz World,PS3,2009.0,Misc,Sony Computer Entertainment,0.16,0.57,0.0,0.19,0.92,,,,,,No,No,No,0.875
NBA 2K14,XOne,2013.0,Sports,Take-Two Interactive,0.71,0.11,0.0,0.09,0.91,86.0,15.0,5.7,183.0,E,Sí,Sí,Sí,0.8653846153846154
FIFA Street,X360,2012.0,Sports,Electronic Arts,0.19,0.62,0.0,0.1,0.91,77.0,47.0,6.7,58.0,E,Sí,Sí,Sí,0.8653846153846154
Kung Fu Panda,Wii,2008.0,Action,Activision,0.5,0.32,0.0,0.09,0.91,70.0,20.0,6.7,7.0,E10+,Sí,Sí,Sí,0.8653846153846154
EA Sports Grand Slam Tennis,Wii,2009.0,Sports,Electronic Arts,0.28,0.51,0.02,0.11,0.91,,,,,,No,No,No,0.8653846153846154
Street Hoops,PS2,2002.0,Sports,Activision,0.45,0.35,0.0,0.12,0.91,62.0,22.0,7.9,10.0,T,Sí,Sí,Sí,0.8653846153846154
Injustice: Gods Among Us,PS4,2013.0,Fighting,Warner Bros. Interactive Entertainment,0.46,0.3,0.0,0.16,0.91,,,,,,No,No,No,0.8653846153846154
Nickelodeon Fit,Wii,2010.0,Sports,Take-Two Interactive,0.76,0.09,0.0,0.06,0.91,,,,,E,No,No,Sí,0.8653846153846154
Knockout Kings 2002,PS2,2002.0,Sports,Electronic Arts,0.45,0.35,0.0,0.12,0.91,76.0,23.0,8.1,12.0,T,Sí,Sí,Sí,0.8653846153846154
Tom Clancys EndWar,X360,2008.0,Strategy,Ubisoft,0.58,0.24,0.01,0.09,0.91,77.0,63.0,7.2,53.0,T,Sí,Sí,Sí,0.8653846153846154
Assassins Creed,PC,2008.0,Adventure,Ubisoft,0.01,0.84,0.0,0.07,0.91,,,,,,No,No,No,0.8653846153846154
